Index,Forme erronée,Forme correcte,Lemme,Phrase ou syntagme,Type de l'erreur,Texte,Corpus
1217,,,,,approximation,texte6_capbep_raw.txt,corpus1
1218,seu,ceux,ceux, tous <err>seu</err> qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1219,,,,,accord,texte6_capbep_raw.txt,corpus1
1220,on,ont,avoir, tous seu qui <err>on</err> éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,homophones,texte6_capbep_raw.txt,corpus1
1221,éprouver,éprouvé,éprouver, tous seu qui on <err>éprouver</err> une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,accord,texte6_capbep_raw.txt,corpus1
1222,serténe,certaine,certain, tous seu qui on éprouver une <err>serténe</err> dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1223,,,,,approximation,texte6_capbep_raw.txt,corpus1
1224,dificulter,difficulté,difficulté, tous seu qui on éprouver une serténe <err>dificulter</err> a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1225,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1226,a,à,à, tous seu qui on éprouver une serténe dificulter <err>a</err> étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,homophones,texte6_capbep_raw.txt,corpus1
1227,o,au,au, tous seu qui on éprouver une serténe dificulter a étudier <err>o</err> colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1228,colége,collège,collège, tous seu qui on éprouver une serténe dificulter a étudier o <err>colége</err> se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1229,,,,,approximation,texte6_capbep_raw.txt,corpus1
1230,son,sont,être, tous seu qui on éprouver une serténe dificulter a étudier o colége se <err>son</err> santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,homophones,texte6_capbep_raw.txt,corpus1
1231,santi,sentis,sentir, tous seu qui on éprouver une serténe dificulter a étudier o colége se son <err>santi</err> rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1232,,,,,accord,texte6_capbep_raw.txt,corpus1
1233,rejeter,rejetés,rejeté, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi <err>rejeter</err> par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1234,,,,,accord,texte6_capbep_raw.txt,corpus1
1235,professeur,professeurs,professeur, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les <err>professeur</err> en entanden dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,accord,texte6_capbep_raw.txt,corpus1
1236,entanden,entendant,entendre, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en <err>entanden</err> dire qu'il ne travaillé pas asé n'écouter  pas en cour etc,phonétisation,texte6_capbep_raw.txt,corpus1
1237,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1238,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1239,il,ils,il, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'<err>il</err> ne travaillé pas asé n'écouter  pas en cour etc,accord,texte6_capbep_raw.txt,corpus1
1240,travaillé,travaillaient,travailler, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne <err>travaillé</err> pas asé n'écouter  pas en cour etc,approximation,texte6_capbep_raw.txt,corpus1
1241,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1242,asé,assez,assez, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas <err>asé</err> n'écouter  pas en cour etc,approximation,texte6_capbep_raw.txt,corpus1
1243,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1244,écouter,écoutaient,écouter, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'<err>écouter</err>  pas en cour etc,approximation,texte6_capbep_raw.txt,corpus1
1245,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1246,cour,cours,cours, tous seu qui on éprouver une serténe dificulter a étudier o colége se son santi rejeter par les professeur en entanden dire qu'il ne travaillé pas asé n'écouter  pas en <err>cour</err> etc,lettre muette,texte6_capbep_raw.txt,corpus1
1247,a,à,à,  <err>a</err> forse  il sont dégouter est finis par réélmen ne pas écouter en cour ou a ne pas trvallé suffisamment .,homophones,texte6_capbep_raw.txt,corpus1
1248,forse,force,force,  a <err>forse</err>  il sont dégouter est finis par réélmen ne pas écouter en cour ou a ne pas trvallé suffisamment .,phonétisation,texte6_capbep_raw.txt,corpus1
1249,il,ils,il,  a forse  <err>il</err> sont dégouter est finis par réélmen ne pas écouter en cour ou a ne pas trvallé suffisamment .,accord,texte6_capbep_raw.txt,corpus1
1250,dégouter,dégoûtés,dégoûté,  a forse  il sont <err>dégouter</err> est finis par réélmen ne pas écouter en cour ou a ne pas trvallé suffisamment .,accord,texte6_capbep_raw.txt,corpus1
1251,,,,,accord,texte6_capbep_raw.txt,corpus1
1252,est,et,et,  a forse  il sont dégouter <err>est</err> finis par réélmen ne pas écouter en cour ou a ne pas trvallé suffisamment .,homophones,texte6_capbep_raw.txt,corpus1
1253,finis,finissent,finir,  a forse  il sont dégouter est <err>finis</err> par réélmen ne pas écouter en cour ou a ne pas trvallé suffisamment .,approximation,texte6_capbep_raw.txt,corpus1
1254,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1255,réélmen,réellement,réellement,  a forse  il sont dégouter est finis par <err>réélmen</err> ne pas écouter en cour ou a ne pas trvallé suffisamment .,approximation,texte6_capbep_raw.txt,corpus1
1256,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1257,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1258,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1259,cour,cours,cours,  a forse  il sont dégouter est finis par réélmen ne pas écouter en <err>cour</err> ou a ne pas trvallé suffisamment .,lettre muette,texte6_capbep_raw.txt,corpus1
1260,a,à,à,  a forse  il sont dégouter est finis par réélmen ne pas écouter en cour ou <err>a</err> ne pas trvallé suffisamment .,homophones,texte6_capbep_raw.txt,corpus1
1261,trvallé,travailler,travailler,  a forse  il sont dégouter est finis par réélmen ne pas écouter en cour ou a ne pas <err>trvallé</err> suffisamment .,omission,texte6_capbep_raw.txt,corpus1
1262,,,,,approximation,texte6_capbep_raw.txt,corpus1
1263,,,,,accord,texte6_capbep_raw.txt,corpus1
1264,jeune,jeunes,jeune,Vers 15 ans les <err>jeune</err> lycéen son en pléne crise l'adolescent,accord,texte6_capbep_raw.txt,corpus1
1265,lycéen,lycéens,lycéen,Vers 15 ans les jeune <err>lycéen</err> son en pléne crise l'adolescent,accord,texte6_capbep_raw.txt,corpus1
1266,son,sont,être,Vers 15 ans les jeune lycéen <err>son</err> en pléne crise l'adolescent,homophones,texte6_capbep_raw.txt,corpus1
1267,pléne,pleine,plein,Vers 15 ans les jeune lycéen son en <err>pléne</err> crise l'adolescent,approximation,texte6_capbep_raw.txt,corpus1
1268,l'adolescent,d'adolescence,de;adolescence,Vers 15 ans les jeune lycéen son en pléne crise <err>l'adolescent</err>,substitution mots,texte6_capbep_raw.txt,corpus1
1269,tout,tous,tout, et <err>tout</err> suex qui ont été dégoûter du système scolaire o préalable seront insolent ou violent envers les professeur la plus par du temps san réson apparente ;,homophones,texte6_capbep_raw.txt,corpus1
1270,suex,ceux,celui, et tout <err>suex</err> qui ont été dégoûter du système scolaire o préalable seront insolent ou violent envers les professeur la plus par du temps san réson apparente ;,phonétisation,texte6_capbep_raw.txt,corpus1
1271,,,,,transposition,texte6_capbep_raw.txt,corpus1
1272,dégoûter,dégoûtés,dégoûter, et tout suex qui ont été <err>dégoûter</err> du système scolaire o préalable seront insolent ou violent envers les professeur la plus par du temps san réson apparente ;,phonétisation,texte6_capbep_raw.txt,corpus1
1273,,,,,accord,texte6_capbep_raw.txt,corpus1
1274,o,au,au, et tout suex qui ont été dégoûter du système scolaire <err>o</err> préalable seront insolent ou violent envers les professeur la plus par du temps san réson apparente ;,phonétisation,texte6_capbep_raw.txt,corpus1
1275,insolent,insolents,insolent, et tout suex qui ont été dégoûter du système scolaire o préalable seront <err>insolent</err> ou violent envers les professeur la plus par du temps san réson apparente ;,accord,texte6_capbep_raw.txt,corpus1
1276,violent,violents,violent, et tout suex qui ont été dégoûter du système scolaire o préalable seront insolent ou <err>violent</err> envers les professeur la plus par du temps san réson apparente ;,accord,texte6_capbep_raw.txt,corpus1
1277,professeur,professeurs,professeur, et tout suex qui ont été dégoûter du système scolaire o préalable seront insolent ou violent envers les <err>professeur</err> la plus par du temps san réson apparente ;,accord,texte6_capbep_raw.txt,corpus1
1278,plus par,plupart,plupart, et tout suex qui ont été dégoûter du système scolaire o préalable seront insolent ou violent envers les professeur la <err>plus par</err> du temps san réson apparente ;,lettre muette,texte6_capbep_raw.txt,corpus1
1279,,,,,segmentation,texte6_capbep_raw.txt,corpus1
1280,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1281,san,sans,sans, et tout suex qui ont été dégoûter du système scolaire o préalable seront insolent ou violent envers les professeur la plus par du temps <err>san</err> réson apparente ;,lettre muette,texte6_capbep_raw.txt,corpus1
1282,réson,raison,raison, et tout suex qui ont été dégoûter du système scolaire o préalable seront insolent ou violent envers les professeur la plus par du temps san <err>réson</err> apparente ;,approximation,texte6_capbep_raw.txt,corpus1
1283,sur,sûr,sûr,bien <err>sur</err> les professeur ne son pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,homophones,texte6_capbep_raw.txt,corpus1
1284,professeur,professeurs,professeur,bien sur les <err>professeur</err> ne son pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,accord,texte6_capbep_raw.txt,corpus1
1285,son,sont,être,bien sur les professeur ne <err>son</err> pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,homophones,texte6_capbep_raw.txt,corpus1
1286,punching-ball,punching-balls,punching-ball,bien sur les professeur ne son pas des « <err>punching-ball</err> » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,accord,texte6_capbep_raw.txt,corpus1
1287,évidamen,évidemment,évidemment,bien sur les professeur ne son pas des « punching-ball » et <err>évidamen</err> réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,phonétisation,texte6_capbep_raw.txt,corpus1
1288,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1289,réponde,répondent,répondre,bien sur les professeur ne son pas des « punching-ball » et évidamen <err>réponde</err> et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,conjugaison,texte6_capbep_raw.txt,corpus1
1290,punisse,punissent,punir,bien sur les professeur ne son pas des « punching-ball » et évidamen réponde et <err>punisse</err> de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses punition,conjugaison,texte6_capbep_raw.txt,corpus1
1291,inaproprier,inappropriée,inapproprié,bien sur les professeur ne son pas des « punching-ball » et évidamen réponde et punisse de façon <err>inaproprier</err> les elves qui eux ne tir qu'un dégoût plus profond de ses punition,phonétisation,texte6_capbep_raw.txt,corpus1
1292,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1293,,,,,accord,texte6_capbep_raw.txt,corpus1
1294,elves,élèves,élève,bien sur les professeur ne son pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les <err>elves</err> qui eux ne tir qu'un dégoût plus profond de ses punition,approximation,texte6_capbep_raw.txt,corpus1
1295,,,,,omission,texte6_capbep_raw.txt,corpus1
1296,tir,tirent,tirer,bien sur les professeur ne son pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne <err>tir</err> qu'un dégoût plus profond de ses punition,conjugaison,texte6_capbep_raw.txt,corpus1
1297,ses,ces,ce,bien sur les professeur ne son pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de <err>ses</err> punition,homophones,texte6_capbep_raw.txt,corpus1
1298,punition,punitions,punition,bien sur les professeur ne son pas des « punching-ball » et évidamen réponde et punisse de façon inaproprier les elves qui eux ne tir qu'un dégoût plus profond de ses <err>punition</err>,accord,texte6_capbep_raw.txt,corpus1
1299,a,à,à," et suite <err>a</err> une scolariter chaotique l'élève pouré sombré dan l'illégalité et cométen de divers larcin du gore vol , viol, agression , racket,",homophones,texte6_capbep_raw.txt,corpus1
1300,scolariter,scolarité,scolarité," et suite a une <err>scolariter</err> chaotique l'élève pouré sombré dan l'illégalité et cométen de divers larcin du gore vol , viol, agression , racket,",phonétisation,texte6_capbep_raw.txt,corpus1
1301,pouré,pourrait,pouvoir," et suite a une scolariter chaotique l'élève <err>pouré</err> sombré dan l'illégalité et cométen de divers larcin du gore vol , viol, agression , racket,",phonétisation,texte6_capbep_raw.txt,corpus1
1302,,,,,approximation,texte6_capbep_raw.txt,corpus1
1303,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1304,sombré,sombrer,sombrer," et suite a une scolariter chaotique l'élève pouré <err>sombré</err> dan l'illégalité et cométen de divers larcin du gore vol , viol, agression , racket,",accord,texte6_capbep_raw.txt,corpus1
1305,dan,dans,dans," et suite a une scolariter chaotique l'élève pouré sombré <err>dan</err> l'illégalité et cométen de divers larcin du gore vol , viol, agression , racket,",lettre muette,texte6_capbep_raw.txt,corpus1
1306,cométen,commettent,commettre," et suite a une scolariter chaotique l'élève pouré sombré dan l'illégalité et <err>cométen</err> de divers larcin du gore vol , viol, agression , racket,",phonétisation,texte6_capbep_raw.txt,corpus1
1307,,,,,approximation,texte6_capbep_raw.txt,corpus1
1308,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1309,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1310,de,,," et suite a une scolariter chaotique l'élève pouré sombré dan l'illégalité et cométen <err>de</err> divers larcin du gore vol , viol, agression , racket,",ajout mot,texte6_capbep_raw.txt,corpus1
1311,larcin,larcins,larcin," et suite a une scolariter chaotique l'élève pouré sombré dan l'illégalité et cométen de divers <err>larcin</err> du gore vol , viol, agression , racket,",accord,texte6_capbep_raw.txt,corpus1
1312,gore,genre,genre," et suite a une scolariter chaotique l'élève pouré sombré dan l'illégalité et cométen de divers larcin du <err>gore</err> vol , viol, agression , racket,",approximation,texte6_capbep_raw.txt,corpus1
1313,tou,tout,tout,"mais <err>tou</err> le monde na pas une scolariter chaotique et ne sombre pas ,",lettre muette,texte6_capbep_raw.txt,corpus1
1314,na,n'a,ne;avoir,"mais tou le monde <err>na</err> pas une scolariter chaotique et ne sombre pas ,",apostrophe,texte6_capbep_raw.txt,corpus1
1315,scolariter,scolarité,scolarité,"mais tou le monde na pas une <err>scolariter</err> chaotique et ne sombre pas ,",phonétisation,texte6_capbep_raw.txt,corpus1
1316,se,ce,ce,rien que par <err>se</err> fait le peu dire que la violence n'est pas une fataliter,homophones,texte6_capbep_raw.txt,corpus1
1317,le,l'ont,le;avoir,rien que par se fait <err>le</err> peu dire que la violence n'est pas une fataliter,substitution mots,texte6_capbep_raw.txt,corpus1
1318,peu,peut,pouvoir,rien que par se fait le <err>peu</err> dire que la violence n'est pas une fataliter,homophones,texte6_capbep_raw.txt,corpus1
1319,fataliter,fatalité,fatalité,rien que par se fait le peu dire que la violence n'est pas une <err>fataliter</err>,phonétisation,texte6_capbep_raw.txt,corpus1
1320,sertin,certains,certain, mais <err>sertin</err> élève bien que défavoriser par l'institution française se bate,phonétisation,texte6_capbep_raw.txt,corpus1
1321,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1322,,,,,accord,texte6_capbep_raw.txt,corpus1
1323,élève,élèves,élève, mais sertin <err>élève</err> bien que défavoriser par l'institution française se bate,accord,texte6_capbep_raw.txt,corpus1
1324,défavoriser,défavorisés,défavorisé, mais sertin élève bien que <err>défavoriser</err> par l'institution française se bate,phonétisation,texte6_capbep_raw.txt,corpus1
1325,,,,,accord,texte6_capbep_raw.txt,corpus1
1326,bate,battent,battre, mais sertin élève bien que défavoriser par l'institution française se <err>bate</err>,phonétisation,texte6_capbep_raw.txt,corpus1
1327,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1328,a,à,à,(<err>a</err> ne pas prande au pied de la lettre ) ,homophones,texte6_capbep_raw.txt,corpus1
1329,prande,prendre,prendre,(a ne pas <err>prande</err> au pied de la lettre ) ,phonétisation,texte6_capbep_raw.txt,corpus1
1330,,,,,omission,texte6_capbep_raw.txt,corpus1
1331,sorte,sortent,sortir, et s'en <err>sorte</err> dan la vie .,conjugaison,texte6_capbep_raw.txt,corpus1
1332,dan,dans,dans, et s'en sorte <err>dan</err> la vie .,lettre muette,texte6_capbep_raw.txt,corpus1
1333,pouré,pourrait,pouvoir,"L'on <err>pouré</err> mettre en cause les professeur qui dé le colége dégoûte beaucoup d'élève ,",phonétisation,texte6_capbep_raw.txt,corpus1
1334,,,,,approximation,texte6_capbep_raw.txt,corpus1
1335,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1336,professeur,professeurs,professeur,"L'on pouré mettre en cause les <err>professeur</err> qui dé le colége dégoûte beaucoup d'élève ,",accord,texte6_capbep_raw.txt,corpus1
1337,dé,dès,dès,"L'on pouré mettre en cause les professeur qui <err>dé</err> le colége dégoûte beaucoup d'élève ,",approximation,texte6_capbep_raw.txt,corpus1
1338,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1339,colége,collège,collège,"L'on pouré mettre en cause les professeur qui dé le <err>colége</err> dégoûte beaucoup d'élève ,",phonétisation,texte6_capbep_raw.txt,corpus1
1340,,,,,approximation,texte6_capbep_raw.txt,corpus1
1341,dégoûte,dégoûtent,dégoûter,"L'on pouré mettre en cause les professeur qui dé le colége <err>dégoûte</err> beaucoup d'élève ,",conjugaison,texte6_capbep_raw.txt,corpus1
1342,élève,élèves,élève,"L'on pouré mettre en cause les professeur qui dé le colége dégoûte beaucoup d'<err>élève</err> ,",accord,texte6_capbep_raw.txt,corpus1
1343,lésé,laisser,laisser, mais l'élève même ne doit pas <err>lésé</err> la violence qu'il stoque a l'intérieure de lui ressortir et se diriger contre le professeur,approximation,texte6_capbep_raw.txt,corpus1
1344,,,,,approximation,texte6_capbep_raw.txt,corpus1
1345,,,,,accord,texte6_capbep_raw.txt,corpus1
1346,stoque,stocke,stocker, mais l'élève même ne doit pas lésé la violence qu'il <err>stoque</err> a l'intérieure de lui ressortir et se diriger contre le professeur,phonétisation,texte6_capbep_raw.txt,corpus1
1347,a,à,à, mais l'élève même ne doit pas lésé la violence qu'il stoque <err>a</err> l'intérieure de lui ressortir et se diriger contre le professeur,homophones,texte6_capbep_raw.txt,corpus1
1348,intérieure,intérieur,intérieur, mais l'élève même ne doit pas lésé la violence qu'il stoque a l'<err>intérieure</err> de lui ressortir et se diriger contre le professeur,phonétisation,texte6_capbep_raw.txt,corpus1
1349,dirigé,diriger,diriger," et finir même par se <err>dirigé</err> contre un camarade de classe ou une personne quelconque de leur entourage ,",accord,texte6_capbep_raw.txt,corpus1
1350,a,à,à, l'élève doit apprendre <err>a</err> contrôler sa rage car quand il sera dans la sosiéter  il pouron croiser des jen bien plus iritent que les professeur .,homophones,texte6_capbep_raw.txt,corpus1
1351,sosiéter,société,société, l'élève doit apprendre a contrôler sa rage car quand il sera dans la <err>sosiéter</err>  il pouron croiser des jen bien plus iritent que les professeur .,approximation,texte6_capbep_raw.txt,corpus1
1352,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1353,pouron,pourront,pouvoir, l'élève doit apprendre a contrôler sa rage car quand il sera dans la sosiéter  il <err>pouron</err> croiser des jen bien plus iritent que les professeur .,phonétisation,texte6_capbep_raw.txt,corpus1
1354,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1355,jen,gens,gens, l'élève doit apprendre a contrôler sa rage car quand il sera dans la sosiéter  il pouron croiser des <err>jen</err> bien plus iritent que les professeur .,phonétisation,texte6_capbep_raw.txt,corpus1
1356,,,,,accord,texte6_capbep_raw.txt,corpus1
1357,iritent,irritant,irritant, l'élève doit apprendre a contrôler sa rage car quand il sera dans la sosiéter  il pouron croiser des jen bien plus <err>iritent</err> que les professeur .,phonétisation,texte6_capbep_raw.txt,corpus1
1358,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1359,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1360,professeur,professeurs,professeur, l'élève doit apprendre a contrôler sa rage car quand il sera dans la sosiéter  il pouron croiser des jen bien plus iritent que les <err>professeur</err> .,accord,texte6_capbep_raw.txt,corpus1
1361,pourtant,Pourtant,pourtant,  <err>pourtant</err> on ne voi pas tou les jour une agression o milieu de la rue a cause d'une personne qui oré insulter ou énervé une autre personne ;,majuscule,texte6_capbep_raw.txt,corpus1
1362,voi,voit,voir,  pourtant on ne <err>voi</err> pas tou les jour une agression o milieu de la rue a cause d'une personne qui oré insulter ou énervé une autre personne ;,conjugaison,texte6_capbep_raw.txt,corpus1
1363,tou,tous,tout,  pourtant on ne voi pas <err>tou</err> les jour une agression o milieu de la rue a cause d'une personne qui oré insulter ou énervé une autre personne ;,lettre muette,texte6_capbep_raw.txt,corpus1
1364,jour,jours,jour,  pourtant on ne voi pas tou les <err>jour</err> une agression o milieu de la rue a cause d'une personne qui oré insulter ou énervé une autre personne ;,accord,texte6_capbep_raw.txt,corpus1
1365,o,au,au,  pourtant on ne voi pas tou les jour une agression <err>o</err> milieu de la rue a cause d'une personne qui oré insulter ou énervé une autre personne ;,phonétisation,texte6_capbep_raw.txt,corpus1
1366,a,à,à,  pourtant on ne voi pas tou les jour une agression o milieu de la rue <err>a</err> cause d'une personne qui oré insulter ou énervé une autre personne ;,homophones,texte6_capbep_raw.txt,corpus1
1367,oré,aurait,avoir,  pourtant on ne voi pas tou les jour une agression o milieu de la rue a cause d'une personne qui <err>oré</err> insulter ou énervé une autre personne ;,phonétisation,texte6_capbep_raw.txt,corpus1
1368,,,,,phonétisation,texte6_capbep_raw.txt,corpus1
1369,,,,,conjugaison,texte6_capbep_raw.txt,corpus1
1370,insulter,insulté,insulter,  pourtant on ne voi pas tou les jour une agression o milieu de la rue a cause d'une personne qui oré <err>insulter</err> ou énervé une autre personne ;,accord,texte6_capbep_raw.txt,corpus1
1371,plus par,plupart,plupart, la <err>plus par</err> des jen save se contrôler donc la violence n'est pas une fataliter .,lettre muette,texte6_capbep_raw.txt,corpus1
1372,,,,,segmentation,texte6_capbep_raw.txt,corpus1
1373,,,,,lettre muette,texte6_capbep_raw.txt,corpus1
1374,jen,gens,gens, la plus par des <err>jen</err> save se contrôler donc la violence n'est pas une fataliter .,phonétisation,texte6_capbep_raw.txt,corpus1
1375,,,,,accord,texte6_capbep_raw.txt,corpus1
1376,save,savent,savoir, la plus par des jen <err>save</err> se contrôler donc la violence n'est pas une fataliter .,conjugaison,texte6_capbep_raw.txt,corpus1
1377,fataliter,fatalité,fatalité, la plus par des jen save se contrôler donc la violence n'est pas une <err>fataliter</err> .,phonétisation,texte6_capbep_raw.txt,corpus1
1378,redaction,Rédaction,rédaction,<err>redaction</err>,majuscule,texte7_3e_raw.txt,corpus1
1379,,,,,approximation,texte7_3e_raw.txt,corpus1
1380,rantre,rentre,rentrer,harold <err>rantre</err> cher lui,phonétisation,texte7_3e_raw.txt,corpus1
1381,cher,chez,chez,harold rantre <err>cher</err> lui,approximation,texte7_3e_raw.txt,corpus1
1382,pér,père,père, son <err>pér</err> l'atendé,approximation,texte7_3e_raw.txt,corpus1
1383,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1384,atendé,attendait,attendre, son pér l'<err>atendé</err>,phonétisation,texte7_3e_raw.txt,corpus1
1385,,,,,approximation,texte7_3e_raw.txt,corpus1
1386,,,,,approximation,texte7_3e_raw.txt,corpus1
1387,demendé,demander,demander, il va vers lui pour lui <err>demendé</err> ou il été,phonétisation,texte7_3e_raw.txt,corpus1
1388,,,,,accord,texte7_3e_raw.txt,corpus1
1389,ou,où,où, il va vers lui pour lui demendé <err>ou</err> il été,homophones,texte7_3e_raw.txt,corpus1
1390,été,était,être, il va vers lui pour lui demendé ou il <err>été</err>,approximation,texte7_3e_raw.txt,corpus1
1391,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1392,pére,père,père,le <err>pére</err>,approximation,texte7_3e_raw.txt,corpus1
1393,ou,où,où,harold <err>ou</err> été tu mon fise,homophones,texte7_3e_raw.txt,corpus1
1394,été,étais,être,harold ou <err>été</err> tu mon fise,approximation,texte7_3e_raw.txt,corpus1
1395,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1396,fise,fils,fils,harold ou été tu mon <err>fise</err>,lettre muette,texte7_3e_raw.txt,corpus1
1397,,,,,approximation,texte7_3e_raw.txt,corpus1
1398,tavé,t'avais,te;avoir, je <err>tavé</err> dit que je tatenderé pour ton montré mon nouvau costume et toi tu né pas venu ,apostrophe,texte7_3e_raw.txt,corpus1
1399,,,,,approximation,texte7_3e_raw.txt,corpus1
1400,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1401,tatenderé,t'attenderais,te;attendre, je tavé dit que je <err>tatenderé</err> pour ton montré mon nouvau costume et toi tu né pas venu ,apostrophe,texte7_3e_raw.txt,corpus1
1402,,,,,phonétisation,texte7_3e_raw.txt,corpus1
1403,,,,,approximation,texte7_3e_raw.txt,corpus1
1404,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1405,ton,te,te, je tavé dit que je tatenderé pour <err>ton</err> montré mon nouvau costume et toi tu né pas venu ,substitution,texte7_3e_raw.txt,corpus1
1406,montré,montrer,montrer, je tavé dit que je tatenderé pour ton <err>montré</err> mon nouvau costume et toi tu né pas venu ,accord,texte7_3e_raw.txt,corpus1
1407,nouvau,nouveau,nouveau, je tavé dit que je tatenderé pour ton montré mon <err>nouvau</err> costume et toi tu né pas venu ,phonétisation,texte7_3e_raw.txt,corpus1
1408,né,n'est,ne;être, je tavé dit que je tatenderé pour ton montré mon nouvau costume et toi tu <err>né</err> pas venu ,homophones,texte7_3e_raw.txt,corpus1
1409,été,étais,être,"oui j'<err>été</err> alieur ,",approximation,texte7_3e_raw.txt,corpus1
1410,,,,,conjugaison,texte7_3e_raw.txt,corpus1
1411,alieur,ailleurs,ailleurs,"oui j'été <err>alieur</err> ,",transposition,texte7_3e_raw.txt,corpus1
1412,,,,,approximation,texte7_3e_raw.txt,corpus1
1413,,,,,lettre muette,texte7_3e_raw.txt,corpus1
1414,ou,où,où, <err>ou</err> est ton costume ?,homophones,texte7_3e_raw.txt,corpus1
1415,na,n'a,ne;avoir,"il <err>na</err> pas plus a ta mére alors je lé ramené ,",apostrophe,texte7_3e_raw.txt,corpus1
1416,plus,plu,plaire,"il na pas <err>plus</err> a ta mére alors je lé ramené ,",homophones,texte7_3e_raw.txt,corpus1
